,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5317,5318,15791114,Yegorova,700,France,Male,37,1,135179.49,1,1,0,160670.37,0
5318,5319,15708046,Knowles,744,Spain,Male,31,0,117551.23,1,1,0,158958.9,0
5319,5320,15719779,May,645,Germany,Male,25,1,157404.02,2,1,0,93073.04,0
5320,5321,15591550,Bianchi,525,Spain,Male,36,3,77910.23,1,1,0,67238.01,0
5321,5322,15639368,Pipes,732,France,Male,25,0,110942.9,1,0,0,172576.56,0
5323,5324,15569264,Yobanna,622,France,Male,32,5,179305.09,1,1,1,149043.78,0
5324,5325,15595158,Hsu,654,Germany,Male,31,5,150593.59,2,1,1,105218.45,0
5328,5329,15680234,Bray,667,Germany,Male,27,2,138032.15,1,1,0,166317.71,0
5329,5330,15592230,Seleznyov,620,France,Male,41,3,0.0,2,1,1,137309.06,0
5330,5331,15626212,Wark,616,France,Male,29,9,0.0,1,1,1,166984.44,0
5333,5334,15784445,Huang,717,Spain,Male,33,1,99106.73,1,0,0,194467.23,0
5334,5335,15813681,Zito,786,Germany,Male,24,2,120135.55,2,1,1,125449.47,0
5340,5341,15612667,Bird,680,Spain,Male,42,0,0.0,1,1,0,136377.21,0
5342,5343,15589431,Pedder,807,Germany,Male,47,1,171937.27,1,1,1,65636.92,0
5343,5344,15578238,Calabrese,727,France,Male,47,7,0.0,2,1,0,193305.35,0
5344,5345,15566269,Chialuka,787,France,Male,25,5,0.0,2,1,0,47307.9,0
5345,5346,15639217,McKenzie,806,France,Male,34,6,0.0,2,0,0,100809.99,0
5346,5347,15688644,Holloway,603,France,Male,31,1,129743.75,1,1,0,109145.2,0
5349,5350,15567246,Selwyn,684,Germany,Male,32,3,102630.13,2,1,1,127433.47,0
5351,5352,15679048,Koger,558,Germany,Male,41,2,124227.14,1,1,1,111184.67,0
5354,5355,15795738,Owens,789,France,Male,31,4,175477.15,1,1,1,172832.9,0
5357,5358,15691396,Ko,405,Germany,Male,31,5,133299.67,2,1,1,72950.14,0
5358,5359,15796958,Tang,658,France,Male,39,7,0.0,2,1,0,48378.4,0
5360,5361,15661349,Perkins,633,France,Male,35,10,0.0,2,1,0,65675.47,0
5361,5362,15719265,Feng,589,France,Male,46,9,0.0,2,1,0,170676.67,0
5364,5365,15704144,Mazzanti,812,Germany,Male,33,2,127154.14,2,0,1,105383.49,0
5365,5366,15774104,Chukwualuka,539,Spain,Male,39,2,0.0,2,1,1,48189.94,0
5367,5368,15742848,Gratton,673,France,Male,41,5,0.0,1,1,1,65657.29,0
5373,5374,15709412,H?,776,Spain,Male,30,6,0.0,2,0,1,63908.86,0
5375,5376,15705352,Yang,686,Spain,Male,38,7,111484.88,1,1,1,76076.2,0
5376,5377,15602500,Maslova,850,Spain,Male,38,1,146343.98,1,0,1,103902.11,0
5377,5378,15672437,Buccho,642,France,Male,72,1,160541.0,2,1,1,142223.94,0
5378,5379,15720968,Young,606,Germany,Male,27,2,130274.26,2,1,0,147533.09,0
5380,5381,15768219,Sung,850,Spain,Male,36,0,0.0,2,1,0,141242.57,0
5381,5382,15663883,Hansen,850,Germany,Male,32,9,141827.33,2,1,1,149458.73,0
5383,5384,15586425,Lo Duca,579,France,Male,28,4,0.0,2,1,1,176925.69,0
5384,5385,15679813,Ellis,727,Spain,Male,28,1,0.0,1,1,0,40357.39,0
5387,5388,15624072,Kiernan,669,Spain,Male,22,10,0.0,2,1,0,176163.74,0
5393,5394,15763327,Craig,835,France,Male,32,8,124993.29,2,1,1,27548.06,0
5395,5396,15639303,Moore,589,Germany,Male,48,5,126111.61,1,0,1,133961.19,0
5396,5397,15691011,Shoebridge,591,France,Male,42,9,161651.37,2,1,1,131753.97,0
5399,5400,15628904,Bowen,733,Spain,Male,35,8,102918.38,1,1,1,45959.86,0
5401,5402,15598161,Clements,654,France,Male,47,10,0.0,2,1,0,170481.98,0
5402,5403,15745624,McKenzie,828,France,Male,37,4,0.0,2,1,0,94845.45,0
5403,5404,15733169,Craig,590,Spain,Male,22,7,125265.61,1,1,1,161253.08,0
5404,5405,15801417,Iloerika,657,France,Male,37,4,82500.28,1,1,1,115260.72,0
5407,5408,15714431,Yeh,561,France,Male,37,1,100443.36,2,0,1,101693.73,0
5409,5410,15690939,Howe,575,Spain,Male,28,7,0.0,1,1,1,10666.05,0
5416,5417,15809830,Belisario,630,France,Male,50,8,0.0,2,0,1,79377.45,0
5417,5418,15662245,Pomeroy,588,France,Male,32,1,0.0,2,1,1,8763.87,0
5418,5419,15651075,Ibrahimova,562,Germany,Male,35,3,142296.13,1,0,1,177112.7,0
5420,5421,15583462,Graham,695,France,Male,28,5,171069.39,2,1,1,88689.4,0
5423,5424,15749671,K?,794,France,Male,35,6,0.0,2,1,1,68730.91,0
5427,5428,15674149,Esomchi,599,Germany,Male,36,3,128960.21,2,1,1,40318.33,0
5432,5433,15616471,Milne,599,Spain,Male,51,0,0.0,1,1,1,175235.99,0
5433,5434,15641575,Anenechukwu,577,France,Male,37,2,127261.35,1,1,0,56185.05,0
5437,5438,15733476,Gonzalez,543,Germany,Male,30,6,73481.05,1,1,1,176692.65,0
5438,5439,15633274,Tai,679,France,Male,34,7,160515.37,1,1,0,121904.14,0
5441,5442,15602979,Lin,751,France,Male,29,1,135536.5,1,1,0,66825.33,0
5443,5444,15590199,Temple,701,Spain,Male,28,1,103421.32,1,0,1,76304.73,0
5444,5445,15641794,Ridley,698,France,Male,33,5,135658.73,2,0,1,39755.0,0
5446,5447,15785547,Slye,665,France,Male,28,8,191402.82,2,1,0,83238.4,0
5447,5448,15795124,Pan,726,Germany,Male,50,9,94504.35,1,0,1,5078.9,0
5450,5451,15580227,Moss,803,France,Male,33,6,0.0,2,1,0,115676.61,0
5451,5452,15657830,Andrews,663,France,Male,43,4,87624.03,2,1,0,149401.33,0
5454,5455,15754301,Bruche,704,France,Male,39,5,0.0,1,1,0,6416.92,0
5456,5457,15755225,Ryan,659,Germany,Male,34,9,134464.58,2,1,0,178833.34,0
5457,5458,15725221,Sabbatini,738,Germany,Male,62,10,83008.31,1,1,1,42766.03,0
5458,5459,15789055,Watt,635,Spain,Male,35,2,113635.16,1,1,0,90883.12,0
5460,5461,15668894,Abramova,661,Germany,Male,41,5,122552.48,2,0,1,120646.4,0
5461,5462,15589563,Purdy,531,Spain,Male,31,2,118899.45,2,0,0,41409.36,0
5466,5467,15611848,Kwemtochukwu,850,Germany,Male,32,3,137714.25,1,0,1,159403.68,0
5467,5468,15581237,Biryukova,573,Spain,Male,33,1,160777.9,1,1,1,149536.15,0
5468,5469,15738150,Chidozie,591,France,Male,45,5,0.0,2,1,1,155492.87,0
5469,5470,15678571,Barber,723,France,Male,21,4,0.0,2,0,0,24847.02,0
5470,5471,15736124,Thompson,617,France,Male,25,1,102585.88,2,1,1,115387.4,0
5472,5473,15804201,Jones,457,Germany,Male,42,4,126772.57,1,0,1,126106.4,0
5475,5476,15748608,Trentini,612,Germany,Male,42,5,141927.1,1,1,1,43018.98,0
5478,5479,15774336,Jamieson,648,Germany,Male,44,9,111369.79,2,1,1,91947.74,0
5479,5480,15648766,Robertson,569,Spain,Male,35,3,116969.35,1,0,0,94488.82,0
5482,5483,15642619,Mayne,603,Spain,Male,46,2,0.0,2,1,0,174478.54,0
5483,5484,15666032,Mancini,568,Spain,Male,28,1,127289.28,1,0,0,45611.51,0
5485,5486,15753837,Young,573,Spain,Male,38,4,0.0,2,1,1,196517.43,0
5487,5488,15799790,Carter,763,France,Male,35,9,0.0,1,1,1,31372.91,0
5489,5490,15703778,Hughes,728,France,Male,33,8,129907.63,1,0,1,36083.96,0
5492,5493,15568487,Gorshkov,712,France,Male,35,7,124616.23,1,1,1,69320.97,0
5493,5494,15682084,Chinomso,680,France,Male,31,9,0.0,2,1,0,36145.53,0
5495,5496,15601387,Yen,721,France,Male,35,10,0.0,2,1,0,71594.26,0
5498,5499,15726774,Field,563,France,Male,35,3,106250.72,1,0,0,39546.32,0
5500,5501,15641877,Ross,681,France,Male,47,9,97023.21,1,1,1,2168.13,0
5503,5504,15631739,Dunn,704,Spain,Male,24,10,122109.78,1,1,1,127654.37,0
5504,5505,15625584,Martin,786,France,Male,32,2,120452.4,2,0,0,79602.86,0
5506,5507,15697028,McClinton,590,Spain,Male,34,0,65812.35,2,0,1,160346.3,0
5509,5510,15746805,Thomson,597,France,Male,33,9,0.0,2,1,0,49374.82,0
5511,5512,15714970,Holbrook,667,Germany,Male,32,0,103846.65,1,1,0,20560.69,0
5512,5513,15653784,Solomina,627,France,Male,37,2,125190.86,1,0,1,84584.69,0
5516,5517,15569878,Dale,592,France,Male,37,3,96651.03,1,1,1,3232.82,0
5517,5518,15729454,Gorbunov,465,France,Male,33,8,0.0,2,1,0,177668.55,0
5518,5519,15578375,Farrell,628,France,Male,39,6,0.0,2,0,0,134441.6,0
5521,5522,15701605,Forster,815,France,Male,37,1,166115.42,1,1,0,67208.3,0
5523,5524,15625586,Monaldo,717,France,Male,35,4,0.0,1,1,1,167573.06,0
5525,5526,15782993,Pan,624,France,Male,51,10,123401.43,2,1,1,127825.25,0
5526,5527,15774382,Longo,579,Germany,Male,49,4,169377.31,1,1,1,123535.05,0
5527,5528,15689602,Findlay,698,France,Male,38,2,130015.24,1,1,1,41595.3,0
5528,5529,15756155,Fu,645,France,Male,32,4,0.0,2,0,1,97628.08,0
5529,5530,15812647,Yin,691,France,Male,34,8,133936.04,2,1,0,91359.79,0
5530,5531,15736043,Hamilton,638,France,Male,34,6,114543.27,1,1,1,97755.29,0
5532,5533,15602572,Hsing,720,France,Male,33,9,0.0,2,1,1,142956.48,0
5533,5534,15674765,Mitchell,553,Spain,Male,44,4,0.0,1,1,0,10789.3,0
5536,5537,15795878,Anayochukwu,636,Spain,Male,45,3,0.0,2,1,1,159463.8,0
5539,5540,15790067,Sun,614,Spain,Male,39,3,151914.93,1,0,0,56459.45,0
5541,5542,15566740,Nazarova,587,Spain,Male,51,3,83739.32,1,0,1,148798.45,0
5543,5544,15585777,Pai,710,France,Male,38,3,130588.82,1,1,1,154997.64,0
5544,5545,15650864,Power,507,France,Male,42,6,0.0,2,1,0,34777.23,0
5545,5546,15806709,Hao,609,Germany,Male,33,6,94126.67,1,0,0,93718.16,0
5546,5547,15633818,McMillan,786,France,Male,32,9,0.0,2,1,0,133112.41,0
5548,5549,15639662,Phillips,710,France,Male,38,2,0.0,2,1,0,96.27,0
5549,5550,15567013,De Luca,779,Spain,Male,33,3,0.0,2,1,0,30804.68,0
5552,5553,15651315,Dilke,627,France,Male,41,3,0.0,2,1,0,132719.8,0
5553,5554,15651450,Panicucci,666,Germany,Male,31,3,123212.08,2,1,1,112157.31,0
5554,5555,15784218,Mason,620,Spain,Male,38,0,0.0,2,1,1,38015.34,0
5556,5557,15707962,Gunson,606,France,Male,40,6,119501.88,2,1,0,46774.94,0
5560,5561,15631436,Gleeson,564,France,Male,35,4,0.0,1,1,0,158937.55,0
5562,5563,15614361,Liao,620,Spain,Male,42,9,121490.05,1,1,1,29296.74,0
5563,5564,15724684,Sung,610,Spain,Male,46,5,91897.8,1,1,0,54394.28,0
5564,5565,15700083,Lai,609,Spain,Male,39,2,139443.75,2,1,0,9234.06,0
5565,5566,15636541,Cartwright,683,Germany,Male,35,5,144961.97,1,0,1,26796.73,0
5566,5567,15796015,Wu,633,Germany,Male,42,3,126041.02,1,0,1,11796.89,0
5567,5568,15787222,Ch'in,676,Germany,Male,28,1,69459.05,2,1,1,128461.29,0
5568,5569,15594270,Biryukov,693,France,Male,38,7,198338.77,2,1,1,14278.18,0
5569,5570,15701524,Ting,709,France,Male,36,0,0.0,2,1,0,46811.77,0
5572,5573,15613140,Mellor,565,France,Male,34,6,0.0,1,1,1,63173.64,0
5573,5574,15628893,Power,681,France,Male,29,8,0.0,1,1,0,66367.33,0
5575,5576,15782879,Lang,656,France,Male,40,2,0.0,2,1,1,180553.48,0
5579,5580,15578073,Barker,686,Spain,Male,22,8,0.0,2,0,0,142331.85,0
5580,5581,15786249,Whitfield,616,Spain,Male,30,2,0.0,2,1,0,199099.51,0
5581,5582,15812850,Stradford,494,Spain,Male,67,5,0.0,2,1,1,85890.16,0
5582,5583,15596972,Brownlow,534,France,Male,38,3,0.0,1,0,0,143938.27,0
5585,5586,15656597,Wang,432,Germany,Male,38,2,135559.8,2,1,1,71856.3,0
5590,5591,15681439,Tsou,775,Germany,Male,25,10,60205.2,2,1,0,14073.11,0
5591,5592,15607509,Ozerova,539,France,Male,38,5,0.0,2,1,0,47388.41,0
5592,5593,15670343,Li,576,Spain,Male,19,6,0.0,2,0,0,72306.07,0
5594,5595,15658432,Freeman,688,France,Male,40,6,0.0,1,1,1,47886.44,0
5595,5596,15616431,Chiu,608,France,Male,33,4,0.0,1,0,1,130474.03,0
5600,5601,15596713,Christie,786,France,Male,37,7,165896.22,2,1,1,66977.68,0
5603,5604,15608408,Lazareva,598,Spain,Male,39,1,0.0,2,1,0,159130.32,0
5604,5605,15804721,Boni,602,France,Male,49,0,191808.73,1,0,0,97640.2,0
5605,5606,15730272,Evseev,619,France,Male,58,5,152199.33,1,1,1,86022.09,0
5607,5608,15771728,Mackenzie,641,Germany,Male,41,7,104405.54,3,1,0,17384.21,0
5611,5612,15721207,Piazza,625,Germany,Male,42,6,100047.33,1,1,0,93429.95,0
5616,5617,15585256,Iloerika,805,Spain,Male,26,2,0.0,2,1,1,25042.1,0
5618,5619,15780220,Pauley,656,France,Male,38,10,0.0,1,1,1,136521.82,0
5619,5620,15648951,Kao,785,Spain,Male,41,7,0.0,2,1,1,199108.88,0
5620,5621,15752409,Grant,553,France,Male,31,6,0.0,2,0,0,124596.63,0
5622,5623,15766649,Vincent,670,France,Male,38,10,89416.99,1,0,0,144275.39,0
5623,5624,15696812,Lazareva,586,Spain,Male,42,6,0.0,2,1,1,123410.23,0
5627,5628,15695174,Chang,654,France,Male,29,4,132954.64,1,1,1,146715.07,0
5629,5630,15601503,Tokaryev,578,Spain,Male,28,4,0.0,2,0,0,6947.09,0
5631,5632,15782758,Ozerova,632,France,Male,40,5,147650.68,1,1,1,199674.83,0
5633,5634,15715877,Lo,821,France,Male,28,2,0.0,2,1,0,46072.52,0
5636,5637,15626679,Linger,584,France,Male,33,3,0.0,2,0,1,59103.13,0
5639,5640,15801316,Ifeatu,523,France,Male,61,8,66250.71,1,1,1,21859.06,0
5641,5642,15662232,Learmonth,675,Germany,Male,42,2,92616.64,2,1,0,8567.18,0
5647,5648,15615245,Shao,660,France,Male,19,5,127649.64,1,1,1,40368.65,0
5648,5649,15600174,Walton,525,France,Male,35,7,165358.77,1,0,1,94738.54,0
5649,5650,15752956,Stanley,629,Spain,Male,29,6,0.0,2,1,1,88842.8,0
5657,5658,15763381,Chan,496,France,Male,30,0,90963.49,1,0,1,27802.0,0
5660,5661,15737133,P'eng,706,Spain,Male,68,4,114386.85,1,1,1,28601.68,0
5665,5666,15766064,Komarova,559,France,Male,33,9,111060.05,2,1,0,110371.84,0
5669,5670,15706706,Chinwendu,648,Germany,Male,33,7,135310.41,2,0,1,171668.2,0
5670,5671,15709653,Hamilton,497,France,Male,32,8,0.0,2,1,0,67364.42,0
5672,5673,15622442,Mazzi,619,France,Male,29,5,0.0,2,1,0,194310.1,0
5673,5674,15572801,Krischock,639,Spain,Male,34,5,139393.19,2,0,0,33950.08,0
5674,5675,15767598,Kent,540,Spain,Male,28,8,0.0,2,0,0,197588.32,0
5677,5678,15763414,Degtyarev,655,Germany,Male,32,9,113447.01,1,1,0,82084.3,0
5678,5679,15732265,Obialo,630,France,Male,33,9,0.0,2,1,0,64804.59,0
5682,5683,15759290,Coleman,620,Spain,Male,29,9,0.0,2,1,0,13133.88,0
5688,5689,15682021,Lai,471,Germany,Male,23,6,104592.55,2,1,0,131736.23,0
5691,5692,15601383,Ibrahimova,744,Spain,Male,44,5,120654.68,1,1,0,82290.81,0
5695,5696,15773591,Jobson,787,France,Male,46,7,117685.31,2,1,1,93360.35,0
5696,5697,15723620,Lu,617,France,Male,41,7,0.0,2,0,1,14496.67,0
5697,5698,15671779,Nebechi,567,France,Male,39,5,0.0,2,0,0,168521.72,0
5699,5700,15624667,Wallace,684,France,Male,35,6,135871.5,1,1,1,87219.41,0
5702,5703,15749540,Hsiung,585,France,Male,36,7,0.0,2,1,0,94283.09,0
5705,5706,15698703,Doherty,628,Germany,Male,40,5,181768.32,2,1,1,129107.97,0
5707,5708,15649451,Yates,746,France,Male,25,9,0.0,2,0,1,88728.47,0
5710,5711,15589496,Arrington,778,France,Male,34,5,139064.06,2,0,0,67949.32,0
5713,5714,15643439,Ferguson,537,France,Male,47,10,0.0,2,0,1,25482.62,0
5715,5716,15657396,Marshall,806,France,Male,31,9,0.0,2,0,1,140168.36,0
5716,5717,15709478,P'an,611,Germany,Male,37,1,117524.72,2,0,1,161064.29,0
5719,5720,15636520,Milani,692,France,Male,27,1,125547.53,1,0,0,7900.46,0
5720,5721,15794414,Forbes,507,Spain,Male,46,6,92783.68,1,1,1,51424.29,0
5722,5723,15700650,Cousens,681,France,Male,34,3,0.0,2,0,0,55816.2,0
5724,5725,15784286,Wood,641,Spain,Male,40,5,102145.13,1,1,1,100637.07,0
5728,5729,15680197,Thynne,701,France,Male,41,10,0.0,2,1,1,146257.77,0
5729,5730,15633729,Wang,488,France,Male,43,10,112751.13,1,1,1,28332.0,0
5732,5733,15788686,Gibson,538,Spain,Male,40,8,0.0,2,1,1,25554.4,0
5734,5735,15596647,Henderson,768,France,Male,54,8,69712.74,1,1,1,69381.05,0
5736,5737,15775116,Anderson,581,France,Male,31,3,0.0,2,0,0,89040.61,0
5738,5739,15654074,Tuan,653,France,Male,38,8,119315.75,1,1,0,150468.35,0
5741,5742,15725036,Jideofor,709,France,Male,42,9,118546.71,1,0,1,77142.85,0
5743,5744,15571476,Kelly,635,Spain,Male,38,0,103257.14,1,0,0,158344.63,0
5745,5746,15623649,Ogle,629,Spain,Male,32,3,0.0,2,1,1,15404.64,0
5747,5748,15688128,Loggia,542,Spain,Male,34,8,108653.93,1,0,1,144725.14,0
5751,5752,15690731,Wolfe,645,France,Male,40,6,131411.24,1,1,1,194656.11,0
5755,5756,15600813,Hyde,717,France,Male,50,9,90305.76,1,1,1,124626.57,0
5756,5757,15706217,Kao,645,Germany,Male,28,7,117466.03,2,1,1,34490.06,0
5757,5758,15601417,T'ang,681,France,Male,32,3,148884.47,2,1,1,90967.37,0
5760,5761,15785350,Austin,528,Spain,Male,23,7,104744.89,1,1,0,170262.97,0
5762,5763,15756535,Chibugo,733,Germany,Male,39,5,91538.51,1,1,1,93783.0,0
5765,5766,15717156,Sokolov,520,France,Male,30,3,143396.54,2,1,1,898.51,0
5766,5767,15740846,Wei,556,France,Male,40,5,125909.85,1,1,1,95124.4,0
5768,5769,15729083,Gorman,674,France,Male,36,2,154525.7,1,0,1,27468.72,0
5770,5771,15694381,Lloyd,631,France,Male,51,8,100654.8,1,1,0,171587.9,0
5771,5772,15651737,Salmond,623,Spain,Male,44,1,83325.77,1,0,1,80828.78,0
5772,5773,15663168,MacDonald,665,France,Male,35,8,110934.54,1,1,0,169287.99,0
5774,5775,15618245,Chukwumaobim,706,Germany,Male,31,1,117020.08,2,1,0,54439.53,0
5777,5778,15642248,Ko,608,Spain,Male,66,8,123935.35,1,1,1,65758.19,0
5781,5782,15706199,White,636,Germany,Male,36,6,96643.32,1,0,0,182059.28,0
5783,5784,15727041,Fiorentini,624,France,Male,71,7,0.0,2,1,1,108841.83,0
5784,5785,15738063,Shen,631,France,Male,29,2,0.0,2,1,1,18581.84,0
5785,5786,15711733,Rapuokwu,753,France,Male,48,4,0.0,2,0,1,146821.42,0
5786,5787,15652320,Woronoff,588,France,Male,40,5,0.0,2,0,0,100727.68,0
5787,5788,15634180,Holden,729,Germany,Male,26,4,97268.1,2,1,0,39356.38,0
5790,5791,15646351,Somerville,486,Spain,Male,27,7,0.0,2,1,0,28823.04,0
5792,5793,15795186,Leonard,562,France,Male,38,5,0.0,1,1,0,115700.2,0
5794,5795,15694125,McElhone,669,France,Male,57,5,0.0,2,1,1,56875.76,0
5795,5796,15565891,Dipietro,709,France,Male,39,8,0.0,2,1,0,56214.09,0
5797,5798,15775206,Hunter,699,France,Male,37,10,0.0,2,0,0,83263.04,0
5798,5799,15797627,Niehaus,732,Spain,Male,54,0,134249.7,1,0,1,13404.4,0
5800,5801,15610379,Barclay-Harvey,599,France,Male,30,9,105443.68,1,1,1,121124.53,0
5802,5803,15716236,Milani,499,France,Male,35,10,0.0,2,1,0,10722.54,0
5803,5804,15672053,Mistry,526,Spain,Male,38,2,0.0,2,0,0,58010.98,0
5806,5807,15583597,Ikedinachukwu,696,Spain,Male,47,1,106758.6,1,1,1,80591.18,0
5809,5810,15744109,Hartung,850,France,Male,32,4,0.0,1,1,1,180622.02,0
5812,5813,15587835,Osinachi,850,France,Male,41,3,136416.82,1,0,1,57844.26,0
5813,5814,15763515,Shih,513,France,Male,30,5,0.0,2,1,0,162523.66,0
5816,5817,15663917,Adams,547,France,Male,43,1,92350.36,1,0,1,80262.91,0
5817,5818,15656865,Gray,613,Germany,Male,69,9,78778.49,1,0,1,8751.59,0
5819,5820,15800366,Walton,546,France,Male,29,5,0.0,1,1,1,94823.95,0
5820,5821,15717231,Yang,721,Germany,Male,37,4,98459.6,1,0,0,90821.66,0
5822,5823,15671351,Romani,624,Spain,Male,35,2,0.0,2,1,0,87310.59,0
5827,5828,15801701,Robson,653,Spain,Male,35,9,0.0,2,1,1,45956.05,0
5829,5830,15794266,Cross,559,France,Male,32,9,145303.52,1,1,0,103560.98,0
5830,5831,15810711,Marcum,684,Germany,Male,37,4,138476.41,2,1,1,52367.29,0
5832,5833,15607786,Mao,709,France,Male,26,6,156551.63,1,0,1,4410.77,0
5835,5836,15602479,Fleming,609,Spain,Male,37,5,129312.79,1,1,1,26793.82,0
5839,5840,15772996,Rooke,594,Germany,Male,40,0,152092.44,2,1,1,83508.93,0
5840,5841,15729574,Lu,616,Spain,Male,71,4,0.0,2,1,1,173599.38,0
5843,5844,15813327,Romani,710,France,Male,21,4,109130.96,2,1,1,56191.99,0
5844,5845,15711921,Scott,695,France,Male,29,5,0.0,2,1,1,6770.44,0
5845,5846,15654300,Mao,530,Germany,Male,33,9,75242.28,1,0,1,101694.67,0
5846,5847,15569945,Horsley,509,Spain,Male,29,1,0.0,2,1,0,69113.14,0
5848,5849,15681887,Eskridge,758,Germany,Male,33,0,129142.54,2,1,1,26606.28,0
5849,5850,15608873,Smith,665,France,Male,51,2,0.0,1,0,0,53353.36,0
5851,5852,15722053,Oguejiofor,576,Spain,Male,33,3,0.0,2,0,1,190112.05,0
5852,5853,15782100,Holloway,544,Spain,Male,22,3,66483.32,1,0,1,110317.39,0
5856,5857,15750671,Egobudike,512,Spain,Male,31,6,0.0,2,1,0,168462.26,0
5859,5860,15652914,Ibrahimov,721,Spain,Male,38,7,0.0,1,0,1,53534.8,0
5861,5862,15713819,Walsh,562,France,Male,48,3,92347.96,1,1,1,163116.75,0
5862,5863,15656484,Woods,682,France,Male,40,4,0.0,2,1,1,140745.91,0
5863,5864,15778515,Wu,748,France,Male,40,3,95297.11,1,0,0,171515.84,0
5865,5866,15735339,Lynch,663,France,Male,39,4,0.0,1,1,0,76884.05,0
5867,5868,15625740,Enriquez,627,Germany,Male,62,3,143426.34,2,1,1,143104.3,0
5868,5869,15663817,Y?an,713,France,Male,46,5,0.0,1,1,1,55701.62,0
5869,5870,15734461,Brooks,562,Germany,Male,31,2,112708.2,1,0,1,186370.3,0
5870,5871,15780142,Wang,632,France,Male,43,2,100013.51,1,1,0,24275.32,0
5872,5873,15684248,Meng,658,Spain,Male,21,7,0.0,2,0,1,154279.87,0
5874,5875,15693902,Hunt,597,France,Male,19,2,0.0,2,1,1,91036.74,0
5876,5877,15585379,Humphries,704,France,Male,39,2,111525.02,1,1,0,199484.96,0
5877,5878,15758510,Frolova,474,France,Male,26,6,0.0,2,0,0,152491.22,0
5878,5879,15692918,Hsing,604,Germany,Male,36,10,113546.3,1,1,1,134875.37,0
5879,5880,15705301,Parkes,683,France,Male,41,6,95696.52,2,1,1,184366.14,0
5880,5881,15718231,Gregory,537,France,Male,28,0,88963.31,2,1,1,189839.93,0
5881,5882,15567991,Obiuto,794,Spain,Male,31,0,144880.34,2,0,1,175643.44,0
5884,5885,15706036,Lombardo,552,Germany,Male,38,10,132271.12,2,1,1,46562.02,0
5886,5887,15812920,Nwabugwu,607,Germany,Male,40,5,90594.55,1,0,1,181598.25,0
5890,5891,15712777,Kao,482,France,Male,38,4,124976.19,1,1,0,35848.12,0
5892,5893,15669219,Wilson,588,Germany,Male,35,3,104356.38,1,1,0,94498.82,0
5894,5895,15648067,Onwuamaeze,583,France,Male,39,1,129299.28,2,1,0,73107.6,0
5895,5896,15704014,K'ung,738,Germany,Male,37,7,140950.92,2,1,0,195333.98,0
5896,5897,15645136,O'Donnell,744,Spain,Male,30,1,128065.12,1,1,0,121525.48,0
5897,5898,15709604,McMillan,781,France,Male,23,2,107433.48,1,1,0,173843.21,0
5898,5899,15713637,Chinedum,699,France,Male,34,2,117468.67,1,1,0,185227.42,0
5901,5902,15712930,Duncan,587,France,Male,42,1,0.0,1,0,0,123006.91,0
5902,5903,15586504,Trevisani,694,France,Male,40,9,0.0,2,1,0,40463.03,0
5906,5907,15745623,Worsnop,788,France,Male,32,4,112079.58,1,0,0,89368.59,0
5907,5908,15813862,Yevseyev,526,Spain,Male,66,7,132044.6,2,1,1,158365.89,0
5911,5912,15697567,Bazarova,752,France,Male,33,4,0.0,2,1,1,39570.78,0
5913,5914,15639530,Buda,679,Spain,Male,42,2,0.0,1,1,1,168294.27,0
5914,5915,15726058,Cattaneo,754,Germany,Male,27,7,117578.35,2,0,1,87908.01,0
5918,5919,15742609,Lombardo,600,Germany,Male,28,2,116623.31,1,0,1,59905.29,0
5919,5920,15815043,McMillan,645,Spain,Male,49,8,0.0,2,1,0,162012.6,0
5920,5921,15640648,Howe,698,France,Male,36,6,0.0,2,0,1,19231.98,0
5921,5922,15627203,Hsu,508,Spain,Male,54,10,0.0,1,1,1,175749.36,0
5929,5930,15695078,Kemp,699,France,Male,32,3,0.0,2,1,1,170770.44,0
5934,5935,15607065,Chinedum,765,France,Male,34,9,91835.16,1,0,0,138280.17,0
5935,5936,15778089,Stevenson,544,Spain,Male,37,2,0.0,2,0,0,135067.02,0
5938,5939,15679668,Yao,850,Spain,Male,38,7,115378.94,1,0,1,162087.82,0
5939,5940,15709861,He,766,Germany,Male,30,4,127786.28,2,1,1,28879.3,0
5944,5945,15715709,Shih,696,Germany,Male,43,4,114091.38,1,0,1,159888.1,0
5946,5947,15683118,Rechner,590,France,Male,32,9,0.0,2,1,0,138889.15,0
5951,5952,15590637,Ahmed,721,France,Male,41,7,0.0,2,0,1,61018.85,0
5954,5955,15811947,Gordon,850,France,Male,33,0,124781.67,1,0,1,33700.52,0
5957,5958,15765532,Horton,612,Germany,Male,76,6,96166.88,1,1,1,191393.26,0
5961,5962,15762993,Trevisano,796,Spain,Male,32,5,102773.15,2,0,1,117832.88,0
5964,5965,15802220,Ikenna,599,Spain,Male,35,6,137102.65,1,0,0,76870.81,0
5967,5968,15797919,Ting,773,Spain,Male,37,2,103195.2,2,1,0,178268.36,0
5968,5969,15603743,Tai,526,France,Male,28,1,112070.44,1,0,1,126281.83,0
5970,5971,15634295,Wilson,470,France,Male,35,1,96473.59,1,0,0,5962.3,0
5971,5972,15786680,Bianchi,805,Spain,Male,37,5,0.0,2,1,0,21928.81,0
5973,5974,15691823,Obidimkpa,672,France,Male,37,5,153195.59,1,1,1,162763.01,0
